label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
L,0.000000,0.000000,0.131696,-0.051131,0.259787,-0.194227,0.380477,-0.273222,0.470003,-0.323857,0.209589,-0.500270,0.268737,-0.730673,0.294939,-0.876404,0.314210,-1.000000,0.119370,-0.522833,0.096758,-0.630925,0.072655,-0.425495,0.067216,-0.283626,0.028816,-0.501514,0.000581,-0.561844,0.007407,-0.353798,0.024549,-0.231060,-0.058262,-0.450108,-0.075932,-0.493801,-0.055645,-0.340184,-0.025532,-0.250429
L,0.000000,0.000000,0.132384,-0.050837,0.261449,-0.192514,0.381814,-0.271993,0.472861,-0.321151,0.211843,-0.500587,0.270723,-0.731063,0.296110,-0.877113,0.315202,-1.000000,0.121494,-0.523182,0.097936,-0.630024,0.073549,-0.424483,0.068310,-0.283297,0.031163,-0.502090,0.001122,-0.561212,0.007252,-0.352349,0.024791,-0.232279,-0.055730,-0.451940,-0.075606,-0.495749,-0.055726,-0.340673,-0.025320,-0.250605
L,0.000000,0.000000,0.131940,-0.048939,0.260962,-0.192918,0.382102,-0.272927,0.472594,-0.322775,0.211346,-0.499897,0.271614,-0.731040,0.298721,-0.877054,0.318874,-1.000000,0.120657,-0.523224,0.098231,-0.628759,0.073129,-0.423338,0.067195,-0.281226,0.030192,-0.503088,0.000552,-0.559799,0.006502,-0.352939,0.023932,-0.231338,-0.056558,-0.453556,-0.076184,-0.494393,-0.056272,-0.340672,-0.025194,-0.250539
L,0.000000,0.000000,0.133450,-0.050289,0.262712,-0.194171,0.383334,-0.274730,0.474008,-0.322253,0.211443,-0.500905,0.271481,-0.731752,0.298130,-0.877229,0.318016,-1.000000,0.120734,-0.524665,0.098162,-0.629741,0.073087,-0.424589,0.066587,-0.282709,0.029956,-0.504265,0.000519,-0.562394,0.006334,-0.354213,0.023516,-0.232310,-0.057100,-0.454071,-0.076318,-0.495818,-0.056388,-0.341199,-0.025679,-0.250924
L,0.000000,0.000000,0.132856,-0.051375,0.260591,-0.195794,0.381131,-0.274426,0.471996,-0.320995,0.210722,-0.500919,0.271250,-0.731284,0.298010,-0.877078,0.317967,-1.000000,0.120475,-0.524474,0.098630,-0.630903,0.073133,-0.425533,0.067129,-0.283616,0.030050,-0.503529,0.001848,-0.562754,0.007522,-0.354610,0.023945,-0.232464,-0.057038,-0.453134,-0.075046,-0.496010,-0.055263,-0.340765,-0.025590,-0.250353
L,0.000000,0.000000,0.132120,-0.051453,0.260425,-0.196082,0.380616,-0.275082,0.471418,-0.323460,0.209704,-0.501128,0.270006,-0.730505,0.296967,-0.876378,0.316658,-1.000000,0.120011,-0.524616,0.098289,-0.631084,0.073427,-0.425761,0.067126,-0.284541,0.029843,-0.503806,0.001571,-0.563734,0.007368,-0.355900,0.023900,-0.233555,-0.057146,-0.453636,-0.075287,-0.498256,-0.055701,-0.343529,-0.025887,-0.252862
L,0.000000,0.000000,0.132037,-0.050508,0.261482,-0.194417,0.382501,-0.273905,0.472894,-0.322621,0.210794,-0.499762,0.271870,-0.730871,0.299493,-0.876918,0.320253,-1.000000,0.121031,-0.523341,0.098716,-0.629844,0.073284,-0.424736,0.067376,-0.281519,0.030885,-0.503027,0.002437,-0.561074,0.007586,-0.352986,0.024558,-0.231225,-0.056044,-0.452256,-0.074212,-0.494346,-0.054793,-0.340100,-0.024977,-0.249332
L,0.000000,0.000000,0.132795,-0.047904,0.262409,-0.192911,0.384311,-0.272870,0.474623,-0.320656,0.210711,-0.497912,0.272049,-0.729675,0.299758,-0.875868,0.320221,-1.000000,0.120389,-0.520924,0.098712,-0.630238,0.073318,-0.424282,0.066605,-0.281454,0.029709,-0.498917,0.001167,-0.559209,0.007306,-0.351635,0.023797,-0.229006,-0.057533,-0.446763,-0.074668,-0.490232,-0.054864,-0.337549,-0.025085,-0.247707
L,0.000000,0.000000,0.132710,-0.047713,0.261779,-0.192829,0.383824,-0.273470,0.474895,-0.322070,0.210481,-0.497468,0.271961,-0.729422,0.299453,-0.875656,0.320024,-1.000000,0.119885,-0.520310,0.098826,-0.630706,0.073521,-0.424311,0.067114,-0.281858,0.029371,-0.498867,0.001724,-0.559031,0.007927,-0.350983,0.024569,-0.229314,-0.057947,-0.446948,-0.074221,-0.490824,-0.054449,-0.337165,-0.024766,-0.248429
L,0.000000,0.000000,0.133571,-0.048444,0.263294,-0.192455,0.385363,-0.272898,0.476429,-0.321224,0.211568,-0.497615,0.273292,-0.729755,0.300767,-0.876210,0.321437,-1.000000,0.120597,-0.520566,0.100218,-0.630524,0.075270,-0.425162,0.069051,-0.281889,0.029725,-0.499177,0.003370,-0.558902,0.009513,-0.351220,0.026012,-0.228527,-0.057604,-0.448067,-0.073063,-0.491868,-0.052979,-0.338383,-0.023185,-0.248495
L,0.000000,0.000000,0.133197,-0.048056,0.261972,-0.192286,0.383828,-0.272859,0.474824,-0.322371,0.210832,-0.496753,0.272356,-0.729599,0.300409,-0.875966,0.321390,-1.000000,0.120023,-0.519609,0.099554,-0.630973,0.074260,-0.424630,0.068169,-0.280539,0.029127,-0.497669,0.002339,-0.559008,0.008245,-0.350608,0.025194,-0.229370,-0.058298,-0.446517,-0.073615,-0.491933,-0.053827,-0.338828,-0.024229,-0.249816
L,0.000000,0.000000,0.134186,-0.049358,0.263683,-0.194794,0.384927,-0.275072,0.475916,-0.323663,0.211178,-0.500063,0.271844,-0.731358,0.299010,-0.877184,0.319318,-1.000000,0.119196,-0.520879,0.100212,-0.629629,0.075327,-0.424885,0.068503,-0.282194,0.027855,-0.496999,0.003217,-0.557916,0.010122,-0.351466,0.026237,-0.229234,-0.059769,-0.442792,-0.073396,-0.488266,-0.052254,-0.336297,-0.022382,-0.246531
L,0.000000,0.000000,0.133777,-0.048340,0.262045,-0.194064,0.382967,-0.274716,0.474845,-0.323442,0.209412,-0.498907,0.270124,-0.729818,0.298137,-0.875776,0.318734,-1.000000,0.117961,-0.519331,0.098446,-0.629141,0.074031,-0.423759,0.066946,-0.281253,0.026861,-0.493876,0.002146,-0.557764,0.009711,-0.349479,0.026083,-0.227477,-0.060870,-0.437939,-0.074478,-0.486358,-0.052459,-0.334263,-0.022845,-0.243944
L,0.000000,0.000000,0.132552,-0.048818,0.261842,-0.194103,0.383039,-0.275523,0.474198,-0.325153,0.208893,-0.498022,0.269996,-0.729369,0.297772,-0.875763,0.318384,-1.000000,0.118630,-0.520107,0.098254,-0.628059,0.073946,-0.422524,0.068175,-0.282004,0.028271,-0.497806,0.001979,-0.556325,0.009177,-0.349972,0.026439,-0.229823,-0.058580,-0.446058,-0.074120,-0.489475,-0.053218,-0.336681,-0.023249,-0.247559
L,0.000000,0.000000,0.132519,-0.050447,0.261783,-0.195581,0.383425,-0.276870,0.473928,-0.327228,0.209743,-0.498411,0.270870,-0.730140,0.298855,-0.876163,0.320199,-1.000000,0.119377,-0.521055,0.099331,-0.631249,0.074960,-0.425787,0.069007,-0.282941,0.028834,-0.499242,0.003560,-0.558340,0.010246,-0.352244,0.026199,-0.229517,-0.058022,-0.448266,-0.072160,-0.491366,-0.052023,-0.339109,-0.023123,-0.249338
L,0.000000,0.000000,0.132651,-0.050647,0.262410,-0.196625,0.383705,-0.277363,0.474010,-0.327532,0.208446,-0.498284,0.270165,-0.729976,0.298044,-0.876233,0.319531,-1.000000,0.118353,-0.520454,0.099513,-0.631127,0.075004,-0.425435,0.068490,-0.282124,0.028084,-0.499258,0.003819,-0.559026,0.010146,-0.351912,0.025507,-0.228779,-0.058430,-0.447857,-0.072272,-0.491685,-0.052327,-0.338775,-0.023852,-0.249505
L,0.000000,0.000000,0.134382,-0.051919,0.263978,-0.197661,0.384956,-0.278619,0.475872,-0.328174,0.209305,-0.500405,0.270857,-0.730328,0.299064,-0.875721,0.320325,-1.000000,0.118877,-0.522118,0.100960,-0.632322,0.076249,-0.427789,0.068712,-0.285915,0.028780,-0.499989,0.005660,-0.562627,0.011158,-0.356172,0.025796,-0.234359,-0.057813,-0.448300,-0.069843,-0.497091,-0.050352,-0.345248,-0.022944,-0.254550
L,0.000000,0.000000,0.134080,-0.050941,0.262847,-0.197071,0.383347,-0.278730,0.474303,-0.328655,0.208811,-0.500752,0.270696,-0.730736,0.298951,-0.876229,0.320409,-1.000000,0.117999,-0.521780,0.100359,-0.631724,0.076140,-0.426991,0.068944,-0.285487,0.027660,-0.498373,0.005372,-0.561935,0.011692,-0.355529,0.027008,-0.234324,-0.058787,-0.444618,-0.070552,-0.493194,-0.049936,-0.342683,-0.021855,-0.252563
L,0.000000,0.000000,0.132686,-0.053356,0.260949,-0.199890,0.381162,-0.279903,0.472147,-0.328972,0.207294,-0.501068,0.268914,-0.730749,0.296615,-0.876288,0.317545,-1.000000,0.116626,-0.521564,0.099343,-0.633410,0.075522,-0.428951,0.069181,-0.287770,0.026053,-0.497012,0.004460,-0.562362,0.011221,-0.356841,0.026261,-0.235255,-0.060709,-0.442285,-0.072001,-0.492381,-0.051169,-0.342279,-0.023533,-0.253919
L,0.000000,0.000000,0.132738,-0.053646,0.261287,-0.199273,0.381925,-0.278764,0.473537,-0.328122,0.207765,-0.500800,0.269330,-0.729679,0.297061,-0.875807,0.317430,-1.000000,0.117378,-0.521397,0.099314,-0.632755,0.075602,-0.428121,0.069299,-0.287905,0.026661,-0.496211,0.005264,-0.561379,0.012302,-0.355117,0.027629,-0.234369,-0.059772,-0.441543,-0.071213,-0.488628,-0.050027,-0.338290,-0.022319,-0.249928
L,0.000000,0.000000,0.133837,-0.055561,0.261782,-0.200093,0.381417,-0.278791,0.472171,-0.327648,0.207370,-0.502225,0.268484,-0.731023,0.296038,-0.876257,0.316663,-1.000000,0.116929,-0.522373,0.098933,-0.633487,0.075642,-0.429130,0.070059,-0.288489,0.026432,-0.497613,0.004421,-0.560470,0.011789,-0.354195,0.027965,-0.235091,-0.060005,-0.444100,-0.071827,-0.489808,-0.050825,-0.338299,-0.022067,-0.251470
L,0.000000,0.000000,0.134577,-0.055120,0.262713,-0.199740,0.382548,-0.278002,0.473657,-0.327526,0.208795,-0.501173,0.270226,-0.730026,0.297684,-0.875783,0.318146,-1.000000,0.118002,-0.521232,0.100714,-0.633105,0.077194,-0.429924,0.070354,-0.289070,0.027452,-0.495606,0.006849,-0.560246,0.014258,-0.353688,0.029505,-0.232956,-0.059310,-0.440331,-0.069291,-0.487933,-0.047853,-0.337873,-0.020211,-0.249491
L,0.000000,0.000000,0.134411,-0.050199,0.263936,-0.195599,0.384991,-0.274952,0.476409,-0.325287,0.210152,-0.500322,0.271680,-0.728916,0.300071,-0.874892,0.320640,-1.000000,0.119017,-0.521062,0.102081,-0.633521,0.077337,-0.430728,0.069249,-0.288952,0.028372,-0.497731,0.007771,-0.560876,0.014195,-0.353705,0.028344,-0.231864,-0.058018,-0.445749,-0.067588,-0.492910,-0.047356,-0.342104,-0.020151,-0.252210
L,0.000000,0.000000,0.133770,-0.050301,0.263910,-0.195838,0.384853,-0.274908,0.476888,-0.325556,0.210589,-0.500080,0.272215,-0.729808,0.300641,-0.875559,0.321717,-1.000000,0.119578,-0.520933,0.102116,-0.633206,0.077906,-0.430775,0.070465,-0.289702,0.028682,-0.497512,0.008032,-0.560167,0.014805,-0.353944,0.029335,-0.232933,-0.057979,-0.445469,-0.067454,-0.490981,-0.047299,-0.339796,-0.019964,-0.250858
L,0.000000,0.000000,0.134303,-0.049018,0.263385,-0.194385,0.384917,-0.275815,0.476726,-0.325488,0.210480,-0.498851,0.271670,-0.728803,0.299609,-0.875110,0.320430,-1.000000,0.119197,-0.520452,0.101832,-0.632125,0.076751,-0.427591,0.068284,-0.283325,0.027964,-0.497873,0.006458,-0.561233,0.012850,-0.353910,0.027080,-0.229004,-0.059522,-0.445483,-0.070418,-0.492590,-0.049848,-0.339569,-0.021879,-0.248000
L,0.000000,0.000000,0.134207,-0.050441,0.262461,-0.195453,0.383062,-0.275091,0.475128,-0.322356,0.209540,-0.501362,0.270397,-0.731254,0.298211,-0.876892,0.319316,-1.000000,0.118596,-0.522725,0.099842,-0.632425,0.074658,-0.425502,0.067511,-0.280970,0.028140,-0.498634,0.004200,-0.559804,0.010368,-0.351043,0.025386,-0.229062,-0.058697,-0.444408,-0.072135,-0.490587,-0.052314,-0.336043,-0.024775,-0.245270
L,0.000000,0.000000,0.133376,-0.050572,0.262599,-0.195263,0.383836,-0.276440,0.474797,-0.324876,0.208657,-0.499650,0.270534,-0.730806,0.298407,-0.876571,0.319662,-1.000000,0.118019,-0.521879,0.099391,-0.630197,0.074794,-0.423040,0.068786,-0.279932,0.027648,-0.499922,0.004059,-0.559076,0.010057,-0.350786,0.026171,-0.230331,-0.059476,-0.449199,-0.072667,-0.493511,-0.052959,-0.338861,-0.024380,-0.249667
L,0.000000,0.000000,0.133214,-0.051980,0.262543,-0.196929,0.384084,-0.276594,0.474532,-0.325074,0.209466,-0.500878,0.272351,-0.731606,0.300968,-0.877005,0.322663,-1.000000,0.119076,-0.523323,0.100900,-0.631380,0.076633,-0.425309,0.071063,-0.283814,0.028509,-0.500829,0.005788,-0.561439,0.011799,-0.353994,0.027959,-0.233421,-0.058608,-0.447846,-0.071460,-0.495039,-0.051488,-0.341122,-0.022856,-0.251852
L,0.000000,0.000000,0.133719,-0.050895,0.264115,-0.195014,0.386376,-0.275805,0.477905,-0.325699,0.210930,-0.500527,0.273841,-0.730762,0.302741,-0.876204,0.324793,-1.000000,0.120628,-0.523265,0.103507,-0.631433,0.078469,-0.426270,0.071874,-0.284603,0.029948,-0.501950,0.008345,-0.562331,0.013854,-0.354820,0.029198,-0.232847,-0.057645,-0.450697,-0.069261,-0.497401,-0.049041,-0.343119,-0.021061,-0.252444
L,0.000000,0.000000,0.133217,-0.049462,0.263407,-0.194960,0.386061,-0.275684,0.478121,-0.325884,0.209937,-0.501306,0.271716,-0.730230,0.300379,-0.875259,0.321949,-1.000000,0.118999,-0.524792,0.101583,-0.631991,0.076770,-0.425752,0.069693,-0.284038,0.028366,-0.503239,0.005240,-0.560988,0.011467,-0.352115,0.027283,-0.233072,-0.058595,-0.452915,-0.071078,-0.496019,-0.050941,-0.340952,-0.022685,-0.251269
L,0.000000,0.000000,0.133217,-0.049596,0.262420,-0.196360,0.384103,-0.276657,0.475304,-0.325921,0.208641,-0.501308,0.270033,-0.731329,0.298096,-0.876484,0.319111,-1.000000,0.118235,-0.523430,0.099365,-0.629394,0.074315,-0.423011,0.067582,-0.281929,0.027586,-0.501720,0.003391,-0.558250,0.009237,-0.349460,0.025032,-0.230213,-0.059426,-0.450426,-0.073144,-0.493080,-0.053754,-0.336513,-0.025438,-0.247457
L,0.000000,0.000000,0.131848,-0.048443,0.259842,-0.195149,0.379371,-0.277731,0.468680,-0.326958,0.204687,-0.498672,0.262358,-0.729565,0.288404,-0.876042,0.307515,-1.000000,0.114645,-0.518743,0.093227,-0.624698,0.068904,-0.418206,0.062514,-0.275595,0.024873,-0.495000,-0.003345,-0.551525,0.003818,-0.345135,0.020552,-0.225153,-0.061529,-0.442111,-0.079065,-0.483653,-0.059482,-0.329774,-0.030390,-0.240795
L,0.000000,0.000000,0.130317,-0.050565,0.256477,-0.197869,0.375430,-0.280940,0.465226,-0.331108,0.203222,-0.500620,0.260176,-0.732048,0.284862,-0.876952,0.303510,-1.000000,0.113697,-0.522139,0.091132,-0.621193,0.067796,-0.414416,0.064032,-0.275870,0.024217,-0.500295,-0.005227,-0.553237,0.002312,-0.346033,0.021581,-0.228409,-0.061669,-0.448381,-0.081599,-0.487457,-0.060905,-0.332632,-0.029891,-0.244424
L,0.000000,0.000000,0.131782,-0.056227,0.258607,-0.203359,0.376244,-0.286620,0.465165,-0.334824,0.205420,-0.504903,0.263247,-0.734582,0.288106,-0.878263,0.307154,-1.000000,0.116818,-0.524830,0.095767,-0.627710,0.072884,-0.426085,0.069107,-0.290003,0.028054,-0.501699,0.002105,-0.557184,0.010020,-0.353670,0.028226,-0.236882,-0.057779,-0.449240,-0.074710,-0.492136,-0.054123,-0.339730,-0.023798,-0.252346
L,0.000000,0.000000,0.132342,-0.051411,0.260217,-0.199467,0.379539,-0.282762,0.467579,-0.334971,0.204263,-0.501787,0.261754,-0.730869,0.287234,-0.875726,0.305757,-1.000000,0.114129,-0.523474,0.093439,-0.627585,0.069313,-0.420913,0.062899,-0.278628,0.024265,-0.500295,-0.002579,-0.555393,0.004755,-0.349895,0.021403,-0.229156,-0.061959,-0.447817,-0.078034,-0.491123,-0.057524,-0.338872,-0.028362,-0.249257
L,0.000000,0.000000,0.133253,-0.049480,0.260874,-0.197987,0.379991,-0.283048,0.468192,-0.337943,0.205415,-0.499966,0.262731,-0.729548,0.288504,-0.874999,0.307098,-1.000000,0.115752,-0.519168,0.092424,-0.625139,0.069347,-0.418764,0.063347,-0.276903,0.026600,-0.494581,-0.004247,-0.554287,0.003999,-0.346623,0.022129,-0.226462,-0.058949,-0.439336,-0.080027,-0.484955,-0.059186,-0.330170,-0.028081,-0.239626
M,0.000000,0.000000,0.152960,-0.155530,0.222035,-0.468677,0.109748,-0.700819,0.005449,-0.834406,0.229828,-0.685591,0.263953,-0.909446,0.223521,-0.748199,0.189313,-0.583594,0.115042,-0.717900,0.150951,-1.000000,0.132529,-0.778549,0.117641,-0.601711,0.001849,-0.699811,0.012933,-0.963885,0.035293,-0.712583,0.043815,-0.545472,-0.112684,-0.628071,-0.078077,-0.753191,-0.039782,-0.583312,-0.022514,-0.483377
M,0.000000,0.000000,0.153716,-0.151409,0.225256,-0.465722,0.116769,-0.700568,0.015501,-0.839770,0.229434,-0.677931,0.268099,-0.907948,0.224217,-0.743330,0.187543,-0.580891,0.116169,-0.713044,0.157398,-1.000000,0.135976,-0.778887,0.118657,-0.601730,0.004052,-0.698931,0.018804,-0.964964,0.039533,-0.712556,0.047006,-0.544475,-0.109241,-0.631989,-0.073323,-0.748055,-0.035346,-0.580494,-0.018199,-0.484950
M,0.000000,0.000000,0.155170,-0.152325,0.229460,-0.448414,0.129383,-0.679884,0.032004,-0.824356,0.230383,-0.673389,0.268601,-0.898340,0.228637,-0.749646,0.194627,-0.587620,0.118608,-0.711385,0.158442,-1.000000,0.138623,-0.781797,0.123602,-0.599086,0.007662,-0.696506,0.022864,-0.956887,0.042142,-0.712407,0.050245,-0.546655,-0.104966,-0.625833,-0.068954,-0.737994,-0.033075,-0.574133,-0.015999,-0.479689
M,0.000000,0.000000,0.154227,-0.151843,0.227630,-0.449807,0.127332,-0.682306,0.030609,-0.826358,0.231536,-0.673958,0.269287,-0.898187,0.227540,-0.749387,0.193096,-0.587217,0.118625,-0.712035,0.157587,-1.000000,0.137615,-0.781085,0.123682,-0.599371,0.007333,-0.697555,0.021649,-0.956662,0.041468,-0.711921,0.050377,-0.547960,-0.105338,-0.626642,-0.069900,-0.736576,-0.033842,-0.573122,-0.016297,-0.481118
M,0.000000,0.000000,0.153531,-0.153094,0.224182,-0.466394,0.116781,-0.699281,0.016886,-0.838899,0.226489,-0.679392,0.265176,-0.906980,0.223112,-0.744534,0.187380,-0.579349,0.113955,-0.712841,0.154104,-1.000000,0.134416,-0.780487,0.117872,-0.602157,0.002341,-0.696927,0.016220,-0.962953,0.038374,-0.713511,0.046249,-0.545222,-0.110433,-0.627317,-0.075374,-0.745790,-0.037270,-0.579650,-0.020349,-0.483826
M,0.000000,0.000000,0.153420,-0.151920,0.223350,-0.464477,0.114099,-0.698490,0.014452,-0.841709,0.230004,-0.678880,0.266694,-0.906384,0.224583,-0.743922,0.188990,-0.579826,0.116418,-0.712356,0.154676,-1.000000,0.134691,-0.776948,0.119942,-0.599420,0.004863,-0.697070,0.016561,-0.961929,0.038077,-0.710904,0.047848,-0.543959,-0.108176,-0.628238,-0.075796,-0.748758,-0.037904,-0.581437,-0.019127,-0.484586
M,0.000000,0.000000,0.156067,-0.157275,0.227411,-0.455927,0.120122,-0.687350,0.019525,-0.826851,0.230443,-0.677444,0.266280,-0.900953,0.225103,-0.747004,0.190126,-0.585587,0.117086,-0.711799,0.154555,-1.000000,0.135672,-0.780805,0.120869,-0.600358,0.005735,-0.695184,0.017350,-0.956088,0.038239,-0.707559,0.047668,-0.542633,-0.107952,-0.623871,-0.075025,-0.742467,-0.037973,-0.576846,-0.019749,-0.483070
M,0.000000,0.000000,0.157310,-0.149745,0.234091,-0.456975,0.126354,-0.693662,0.025129,-0.833422,0.241113,-0.664640,0.278484,-0.894698,0.231198,-0.745127,0.191143,-0.581451,0.124781,-0.704808,0.163020,-1.000000,0.138521,-0.779609,0.123323,-0.596866,0.011651,-0.694112,0.031525,-0.958824,0.046364,-0.716046,0.051473,-0.554873,-0.101848,-0.629560,-0.057575,-0.727873,-0.026278,-0.563940,-0.015086,-0.476713
M,0.000000,0.000000,0.166273,-0.153520,0.247696,-0.451076,0.147176,-0.696387,0.044439,-0.838383,0.249049,-0.667597,0.290273,-0.891418,0.243153,-0.738276,0.204062,-0.575478,0.134915,-0.713487,0.176478,-1.000000,0.154603,-0.782350,0.138518,-0.599934,0.021145,-0.708108,0.047446,-0.959296,0.061862,-0.714294,0.063609,-0.552631,-0.093297,-0.645835,-0.044153,-0.720590,-0.012389,-0.552661,-0.002555,-0.467237
M,0.000000,0.000000,0.164048,-0.150628,0.244529,-0.452644,0.137739,-0.696269,0.031464,-0.832276,0.248301,-0.675027,0.287744,-0.897837,0.245508,-0.747365,0.209198,-0.583533,0.133670,-0.717857,0.174567,-1.000000,0.155139,-0.783585,0.139993,-0.600050,0.019033,-0.707342,0.044600,-0.964866,0.060435,-0.718098,0.062951,-0.552867,-0.096331,-0.639555,-0.046443,-0.736587,-0.016320,-0.567771,-0.008313,-0.476283
M,0.000000,0.000000,0.162896,-0.147926,0.242816,-0.448509,0.138087,-0.689593,0.033053,-0.823701,0.248948,-0.679860,0.292396,-0.898918,0.249992,-0.739733,0.212516,-0.573096,0.135018,-0.721114,0.181628,-1.000000,0.162189,-0.774962,0.145029,-0.588864,0.021471,-0.709810,0.049298,-0.968758,0.067609,-0.717292,0.070071,-0.549983,-0.093094,-0.642399,-0.042225,-0.737739,-0.009908,-0.567150,-0.001856,-0.473931
M,0.000000,0.000000,0.163640,-0.146490,0.242073,-0.447518,0.136768,-0.693079,0.032744,-0.840133,0.249323,-0.680818,0.295056,-0.903981,0.257590,-0.753349,0.220061,-0.587624,0.136888,-0.721380,0.183705,-1.000000,0.168797,-0.787745,0.151034,-0.603076,0.022959,-0.709886,0.051478,-0.978185,0.072408,-0.732809,0.074547,-0.561270,-0.093224,-0.642384,-0.042571,-0.749065,-0.009539,-0.579565,-0.002216,-0.479278
M,0.000000,0.000000,0.163371,-0.146509,0.240886,-0.443976,0.138190,-0.685281,0.035490,-0.832204,0.248112,-0.681127,0.292784,-0.902328,0.256911,-0.755876,0.218881,-0.594591,0.134069,-0.721940,0.178159,-1.000000,0.165191,-0.787455,0.147238,-0.605264,0.018946,-0.708145,0.040951,-0.978529,0.064079,-0.728502,0.067791,-0.553622,-0.100088,-0.637741,-0.056037,-0.766799,-0.018234,-0.596640,-0.005345,-0.487586
M,0.000000,0.000000,0.161778,-0.144771,0.239058,-0.444964,0.132212,-0.682709,0.027795,-0.826154,0.246154,-0.685382,0.286015,-0.901757,0.252659,-0.752166,0.216464,-0.587685,0.130880,-0.724703,0.170907,-1.000000,0.159740,-0.785397,0.143904,-0.604347,0.014931,-0.707869,0.034943,-0.974320,0.058473,-0.722214,0.063382,-0.552030,-0.104286,-0.633982,-0.060539,-0.758254,-0.023527,-0.585944,-0.010977,-0.481244
M,0.000000,0.000000,0.159467,-0.143944,0.235013,-0.436694,0.132191,-0.675936,0.031606,-0.825807,0.243585,-0.686797,0.284783,-0.904590,0.248371,-0.754371,0.212223,-0.590542,0.129492,-0.727038,0.169424,-1.000000,0.155213,-0.786796,0.140139,-0.606508,0.014496,-0.711531,0.033882,-0.973734,0.056646,-0.727542,0.064094,-0.555647,-0.103154,-0.638227,-0.063274,-0.750967,-0.024085,-0.585196,-0.006273,-0.483156
M,0.000000,0.000000,0.159470,-0.149379,0.234332,-0.445167,0.129040,-0.683093,0.027352,-0.827739,0.238657,-0.687748,0.280901,-0.905549,0.243850,-0.754093,0.205621,-0.592367,0.125001,-0.724935,0.166003,-1.000000,0.152451,-0.787641,0.135331,-0.606516,0.010927,-0.707024,0.029033,-0.970892,0.054681,-0.725723,0.062016,-0.553077,-0.106021,-0.631778,-0.065800,-0.749796,-0.023406,-0.585631,-0.004722,-0.483098
M,0.000000,0.000000,0.159759,-0.155157,0.231805,-0.447555,0.126117,-0.679589,0.023537,-0.822049,0.237789,-0.688242,0.275007,-0.903625,0.239071,-0.754023,0.205223,-0.592888,0.124816,-0.724845,0.165346,-1.000000,0.151221,-0.785193,0.135831,-0.602202,0.011266,-0.707476,0.028703,-0.972294,0.052003,-0.724471,0.059395,-0.551989,-0.105107,-0.633114,-0.065407,-0.749511,-0.027107,-0.583020,-0.011125,-0.480796
M,0.000000,0.000000,0.158808,-0.152967,0.232331,-0.447973,0.127928,-0.682075,0.025380,-0.825150,0.238185,-0.688587,0.275114,-0.903497,0.238824,-0.750868,0.204917,-0.588408,0.125385,-0.724225,0.164415,-1.000000,0.150675,-0.780776,0.136735,-0.597541,0.011843,-0.706760,0.028183,-0.970154,0.051465,-0.720114,0.059397,-0.548496,-0.104036,-0.630993,-0.063200,-0.747053,-0.026492,-0.579587,-0.011635,-0.480760
M,0.000000,0.000000,0.159808,-0.150205,0.236706,-0.445615,0.137163,-0.679492,0.037886,-0.823448,0.240691,-0.682173,0.281011,-0.902728,0.243224,-0.750990,0.207619,-0.588262,0.127748,-0.719556,0.167995,-1.000000,0.153018,-0.784844,0.137829,-0.601562,0.014199,-0.702925,0.031794,-0.967919,0.053825,-0.721117,0.060601,-0.549394,-0.101796,-0.629644,-0.062430,-0.747524,-0.025675,-0.584108,-0.009970,-0.484349
M,0.000000,0.000000,0.158561,-0.141064,0.235011,-0.443643,0.125042,-0.679483,0.020183,-0.820293,0.245253,-0.676303,0.284569,-0.895823,0.245615,-0.740391,0.210039,-0.577015,0.131245,-0.716669,0.173604,-1.000000,0.155963,-0.775701,0.139943,-0.593563,0.017383,-0.703582,0.038333,-0.966070,0.057533,-0.714607,0.061911,-0.551448,-0.098568,-0.634039,-0.055525,-0.742922,-0.022208,-0.569731,-0.010825,-0.475456
M,0.000000,0.000000,0.159386,-0.141728,0.238526,-0.448019,0.129953,-0.684713,0.022184,-0.827025,0.242498,-0.682689,0.286351,-0.901207,0.248626,-0.743012,0.211665,-0.577625,0.128731,-0.719792,0.172055,-1.000000,0.160137,-0.774804,0.144375,-0.589262,0.014195,-0.705158,0.037018,-0.971358,0.062345,-0.717405,0.067277,-0.548829,-0.101918,-0.634340,-0.054178,-0.745040,-0.017614,-0.568119,-0.008570,-0.467776
M,0.000000,0.000000,0.160116,-0.140776,0.241676,-0.447525,0.135008,-0.688432,0.029428,-0.833809,0.242621,-0.678049,0.287327,-0.901537,0.249748,-0.739209,0.212178,-0.573179,0.128479,-0.715039,0.173437,-1.000000,0.161554,-0.770309,0.145803,-0.585393,0.014163,-0.700370,0.038639,-0.972012,0.064426,-0.715422,0.068726,-0.549006,-0.102195,-0.631433,-0.052933,-0.748127,-0.016108,-0.570136,-0.007196,-0.470043
